,Locality_ID,city_name
242,1401,BAT HAZOR
243,6200,BAT YAM
244,3794,BAT AYIN
245,33,BAT SHELOMO
246,1292,JUDEIDE-MAKER
247,485,JULIS
248,627,JALJULYE
249,976,JUNNABIB
250,541,JISR AZ-ZARQA
251,487,JISH(GUSH HALAV)
252,628,JAAT
253,872,GE'ULE TEMAN
254,379,GE'ULIM
255,853,GE'ALYA
256,352,GEVULOT
257,424,GEVIM
258,86,GEVA
259,3763,GEVA BINYAMIN
260,683,GEVA  KARMEL
261,2014,GIV'OLIM
262,3644,GIV'ON HAHADASHA
263,1344,
264,1293,GIV'AT AVNI
265,1288,GIV'AT ELA
266,147,GIV'AT BRENNER
267,870,GIV'AT HASHELOSHA
268,3730,GIV'AT ZE'EV
269,207,GIV'AT HEN
270,2018,GIV'AT HAYYIM (IHUD)
271,173,GIV'AT HAYYIM(ME'UHA
272,4021,GIV'AT YO'AV
273,787,GIV'AT YE'ARIM
274,919,GIV'AT YESHA'YAHU
275,802,GIV'AT KOAH
276,360,GIV'AT NILI
277,703,GIV'AT OZ
278,681,GIV'AT SHEMU'EL
279,566,GIV'AT SHEMESH
280,1077,GIV'AT SHAPPIRA
281,793,GIV'ATI
282,6300,GIV'ATAYIM
283,342,GEVAR'AM
284,133,GEVAT
285,35,GADOT
286,145,GADISH
287,442,GID'ONA
288,2550,GEDERA
289,852,GONEN
290,755,GOREN
291,1219,GORNOT HAGALIL
292,457,GAZIT
293,370,GEZER
294,706,GE'A
295,196,GIBBETON
296,1043,GIZO
297,1204,GILON
298,736,GILAT
299,262,GINNOSAR
300,92,GINNEGAR
301,863,GINNATON
302,1206,GITTA
303,3613,GITTIT
304,393,GAL'ON
305,3606,GILGAL
306,346,GELIL YAM
307,369,EVEN YIZHAQ(GAL'ED)
308,745,GIMZO
309,1072,GAN HADAROM
310,225,GAN HASHOMERON
311,239,GAN HAYYIM
312,734,GAN YOSHIYYA
313,166,GAN YAVNE
314,1274,GAN NER
315,311,GAN SOREQ
316,144,GAN SHELOMO
317,72,GAN SHEMU'EL
318,836,GANNOT
319,549,GANNOT HADAR
320,1103,GANNE HADAR
321,1371,
322,862,GANNE YOHANAN
323,3823,
324,218,GANNE AM
325,229,GANNE TIQWA
326,842,GA'ASH
327,463,GA'TON
328,39,GEFEN
329,1129,GEROFIT
330,4022,GESHUR
331,305,GESHER
332,574,GESHER HAZIW
333,340,GAT(QIBBUZ)
334,128,GAT RIMMON
335,494,DALIYAT AL-KARMEL
336,146,DEVORA
337,489,DABBURYE
338,849,DEVIRA
339,407,DAVERAT
340,62,DEGANYA ALEF
341,79,DEGANYA BET
342,1067,DOVEV
343,3747,DOLEV
344,738,DOR
345,336,DOROT
346,475,DAHI
347,490,DEIR AL-ASAD
348,492,DEIR HANNA
349,493,DEIR RAFAT
350,2200,DIMONA
351,2063,DISHON
352,300,DALIYYA
353,431,DALTON
354,1317,DEMEIDE
355,303,DAN
356,302,DAFNA
357,1241,DEQEL
358,1349,
359,702,HAON
360,675,HABONIM
361,356,HAGOSHERIM
362,191,HADAR AM
363,9700,HOD HASHARON
364,726,HODIYYA
365,1322,HODAYOT
366,1169,HAWASHLA
367,956,HUZAYYEL
368,1186,HOSHA'AYA
369,250,HAZOREA
370,307,HAZORE'IM
371,434,HAHOTERIM
372,684,HAYOGEV
373,1208,HILLA
374,377,HAMA'PIL
375,677,HASOLELIM
376,423,HAOGEN
377,3769,HAR ADAR
378,3603,HAR GILLO
379,1261,HAR AMASA
380,464,HAR'EL
381,1249,HARDUF
382,6400,HERZELIYYA
383,1203,HARARIT
384,3639,WERED YERIHO
385,1133,WARDON
386,2742,ZABARGA
387,815,ZAVDI'EL
388,44,ZOHAR
389,584,ZIQIM
390,788,ZETAN
391,9300,ZIKHRON YA'AQOV
392,799,ZEKHARYA
393,1290,ZEMER
394,1065,ZIMRAT
395,816,ZANOAH
396,2064,ZERU'A
397,975,ZARZIR
398,818,ZERAHYA
399,1321,
400,986,KHAWALED
401,235,HAVAZZELET HASHARON
402,1110,HEVER
403,3400,
404,717,HAGOR
405,3764,HAGGAI
406,205,HOGLA
407,4026,HAD-NES
408,618,HADID
409,6500,HADERA
410,948,HUJEIRAT (DAHRA)
411,160,HULDA
412,6600,HOLON
413,1239,HOLIT
414,253,HULATA
415,662,HOSEN
416,1332,HUSSNIYYA
417,115,HOFIT
418,374,HUQOQ
419,1303,HURA
420,496,HURFEISH
421,355,HORESHIM
422,1047,HAZON
423,219,HIBBAT ZIYYON
424,3643,HINNANIT
425,4000,HAIFA
426,162,HERUT
427,1272,HALUZ
428,820,HELEZ
429,993,HAMAM
430,801,HEMED
431,343,HAMADYA
432,3646,NAHAL HEMDAT
433,3609,HAMRA
434,807,HANNI'EL
435,280,HANITA
436,1257,HANNATON
437,4005,HASPIN
438,363,HAFEZ HAYYIM
439,90,HEFZI-BAH
440,700,HAZAV
441,13,HAZEVA
442,2034,HAZOR HAGELILIT
443,406,HAZOR-ASHDOD
444,1409,HAZAR BE'EROTAYIM
445,1402,HAZROT HULDA
446,1405,HAZROT KOAH
447,397,HAZERIM
448,422,HEREV LE'ET
449,1024,HARUZIM
450,1247,HARISH
451,3717,HERMESH
452,1209,HARASHIM
453,3770,HASHMONA'IM
454,6700,TIBERIAS
455,962,TUBA-ZANGARIYYE
456,498,TUR'AN
457,2730,TAYIBE
458,497,TAYIBE(BAEMEQ)
459,2720,TIRE
460,663,TIRAT YEHUDA
461,2100,TIRAT KARMEL
462,268,TIRAT ZEVI
463,462,TAL SHAHAR
464,1181,TAL-EL
465,1177,TELALIM
466,3788,TALMON
467,8900,TAMRA
468,547,TAMRA (YIZRE'EL)
469,3743,TENE
470,1214,TEFAHOT
471,1295,YANUH-JAT
472,1232,YEVUL
473,46,YAVNE'EL
474,2660,YAVNE
475,96,YAGUR
476,798,YAGEL
477,577,YAD BINYAMIN
478,1134,YAD HASHEMONA
479,758,YAD HANNA
480,358,YAD MORDEKHAY
481,775,YAD NATAN
482,64,YAD RAMBAM
483,1144,YEDIDA
484,9400,YEHUD-MONOSON
485,1158,YAHEL
486,2009,YUVAL
487,1226,YUVALIM
488,1112,YODEFAT
489,4007,YONATAN
490,803,YOSHIVYA
491,452,YIZRE'EL
492,409,YEHI'AM
493,866,YOTVATA
494,3607,YITAV
495,811,YAKHINI
496,753,YANUV
497,2011,YINNON
498,29,YESUD HAMA'ALA
499,440,YESODOT
500,575,YAS'UR
501,1138,YA'AD
502,1117,YA'EL
503,1044,YE'AF
504,795,YA'ARA
505,499,YAFI
506,3566,YAFIT
507,134,YIF'AT
508,453,YIFTAH
509,3749,YIZHAR
510,759,YAZIZ
511,417,YAQUM
512,3647,YAQIR
513,241,YOQNE'AM(MOSHAVA)
514,240,YOQNE'AM ILLIT
515,623,YIR'ON
516,2026,YARDENA
517,831,YEROHAM
518,3000,JERUSALEM
519,718,YARHIV
520,502,YIRKA
521,183,YARQONA
522,916,YESHA
523,805,YISH'I
524,828,YASHRESH
525,1227,YATED
526,1329,
527,504,KABUL
528,505,KAOKAB ABU AL-HIJA
529,576,KABRI
530,371,KADOORIE
531,1338,
532,3564,KOKHAV HASHAHAR
533,1224,KOKHAV YA'IR
534,3779,KOKHAV YA'AQOV
535,824,KOKHAV MIKHA'EL
536,1252,KORAZIM
537,1210,KAHAL
538,1367,
539,840,KISSUFIM
540,1153,KISHOR
541,1183,KELIL
542,1229,KALLANIT
543,1331,
544,1291,KEMEHIN
545,1201,KAMMON
546,2006,KANNOT
547,4028,KANAF
548,63,KINNERET(MOSHAVA)
549,57,KINNERET(QEVUZA)
550,1059,KUSEIFE
551,859,KESALON
552,1296,KISRA-SUMEI
553,978,KA'ABIYYE-TABBASH-HA
554,857,KEFAR AVIV
555,3638,KEFAR ADUMMIM
556,364,KEFAR URIYYA
557,690,KEFAR AHIM
558,220,KEFAR BIALIK
559,177,KEFAR BILU
560,357,KEFAR BLUM
561,2010,KEFAR BIN NUN
562,633,KAFAR BARA
563,132,KEFAR BARUKH
564,106,KEFAR GID'ON
565,427,KEFAR GALLIM
566,310,KEFAR GLIKSON
567,76,KEFAR GIL'ADI
568,707,KEFAR DANIYYEL
569,3796,KEFAR HAORANIM
570,192,KEFAR HAHORESH
571,254,KEFAR HAMAKKABI
572,582,KEFAR HANAGID
573,890,KEFAR HANO'AR HADATI
574,443,KEFAR HANASI
575,187,KEFAR HESS
576,217,KEFAR HARO'E
577,888,KEFAR HARIF
578,190,KEFAR VITKIN
579,320,KEFAR WARBURG
580,1263,KEFAR WERADIM
581,1325,KEFAR ZOHARIM
582,786,KEFAR ZETIM
583,696,KEFAR HABAD
584,609,KEFAR HOSHEN
585,255,KEFAR HITTIM
586,193,KEFAR HAYYIM
587,1297,KEFAR HANANYA
588,112,KEFAR HASIDIM ALEF
589,889,KEFAR HASIDIM BET
590,4004,KEFAR HARUV
591,673,KEFAR TRUMAN
592,507,KAFAR YASIF
593,233,YEDIDYA
594,140,KEFAR YEHOSHUA
595,168,KEFAR YONA
596,85,KEFAR YEHEZQEL
597,170,KEFAR YA'BEZ
598,508,KAFAR KAMA
599,509,KAFAR KANNA
600,387,KEFAR MONASH
601,1095,KEFAR MAYMON
602,98,KEFAR MALAL
603,510,KAFAR MANDA
604,274,KEFAR MENAHEM
605,297,KEFAR MASARYK
606,512,KAFAR MISR
607,764,KEFAR MORDEKHAY
608,316,KEFAR NETTER
609,345,KEFAR SZOLD
610,6900,KEFAR SAVA
611,107,KEFAR SILVER
612,249,KEFAR SIRKIN
613,875,KEFAR AVODA
614,845,KEFAR AZZA
615,3488,KEFAR EZYON
616,189,KEFAR PINES
617,634,KAFAR QASEM
618,388,KEFAR KISH
619,654,KAFAR QARA
620,579,KEFAR ROSH HANIQRA
621,1130,KEFAR ROZENWALD(ZAR.
622,295,KEFAR RUPPIN
623,1166,KEFAR RUT
624,605,KEFAR SHAMMAY
625,743,KEFAR SHEMU'EL
626,267,KEFAR SHEMARYAHU
627,47,KEFAR TAVOR
628,3572,KEFAR TAPPUAH
629,38,KARE DESHE
630,1285,KARKOM
631,664,KEREM BEN ZIMRA
632,88,KEREM BEN SHEMEN
633,1094,KEREM YAVNE(YESHIVA)
634,580,KEREM MAHARAL
635,1085,KEREM SHALOM
636,1264,KARME YOSEF
637,3766,KARME ZUR
638,1374,
639,1139,KARMI'EL
640,768,KARMIYYA
641,1198,KERAMIM
642,3656,KARMEL
643,0,
644,1207,LAVON
645,585,LAVI
646,1230,LIVNIM
647,2023,LAHAV
648,380,LAHAVOT HABASHAN
649,715,LAHAVOT HAVIVA
650,1271,LEHAVIM
651,7000,LOD
652,52,LUZIT
653,595,LOHAME HAGETA'OT
654,1171,LOTEM
655,1255,LOTAN
656,674,LIMAN
657,24,LAKHISH
658,1310,LAPPID
659,1173,LAPPIDOT
660,1060,LAQYE
661,2055,MA'OR
662,102,ME'IR SHEFEYA
663,771,MEVO BETAR
664,3569,MEVO DOTAN
665,3709,MEVO HORON
666,4204,MEVO HAMMA
667,1141,MEVO MODI'IM
668,1318,MEVO'OT YAM
669,3825,
670,1080,MABBU'IM
671,829,MIVTAHIM
672,573,MAVQI'IM
673,1015,MEVASSERET ZIYYON
674,516,MAJD AL-KURUM
675,4201,MAJDAL SHAMS
676,481,MUGHAR
677,689,MEGADIM
678,65,MIGDAL
679,874,MIGDAL HAEMEQ
680,3561,MIGDAL OZ
681,3751,MIGDALIM
682,586,MEGIDDO
683,375,MAGGAL
684,695,MAGEN
685,1155,MAGEN SHA'UL
686,722,MAGSHIMIM
687,2029,MIDRAKH OZ
688,1140,MIDRESHET BEN GURION
689,897,MIDRESHET RUPPIN
690,3797,MODI'IN ILLIT
691,1200,MODI'IN-MAKKABBIM-RE
692,269,MOLEDET
693,208,MOZA ILLIT
694,635,MUQEIBLE
695,1163,MORAN
696,1178,MORESHET
697,606,MAZOR
698,28,MAZKERET BATYA
699,104,MIZRA
700,517,MAZRA'A
701,3599,MEHOLA
702,1411,
703,1418,
704,1413,
705,1416,
706,1415,
707,1196,MAHANE YATTIR
708,1414,
709,1412,
710,308,MAHANAYIM
711,776,MAHSEYA
712,43,METULA
713,822,MATTA
714,1128,ME AMMI
715,2054,METAV
716,649,MEISER
717,4019,MEZAR
718,1282,MERAV
719,607,MERON
720,731,MESHAR
721,1268,METAR
722,3614,MEKHORA
723,1343,MAKCHUL
724,382,MIKHMORET
725,1202,MIKHMANNIM
726,164,MELE'A
727,2044,MELILOT
728,596,MALKIYYA
729,1154,MALKISHUA
730,2030,MENUHA
731,1174,MANOF
732,1205,MANOT
733,48,MENAHEMYA
734,347,MENNARA
735,994,MANSHIYYET ZABDA
736,1258,MASSAD
737,263,MASSADA
738,298,MESILLOT
739,742,MESILLAT ZIYYON
740,748,MASLUL
741,4203,MAS'ADE
742,939,MAS'UDIN AL-'AZAZME
743,197,MA'BAROT
744,1082,MA'GALIM
745,678,MA'AGAN
746,694,MA'AGAN MIKHA'EL
747,272,MA'OZ HAYYIM
748,3657,MA'ON
749,570,ME'ONA
750,518,MI'ELYA
751,416,MA'YAN BARUKH
752,290,MA'YAN ZEVI
753,3616,MA'ALE ADUMMIM
754,3608,MA'ALE EFRAYIM
755,1127,MA'ALE GILBOA
756,4008,MA'ALE GAMLA
757,286,MA'ALE HAHAMISHA
758,3752,MA'ALE LEVONA
759,3651,MA'ALE MIKHMAS
760,1327,MA'ALE IRON
761,3653,MA'ALE AMOS
762,3637,MA'ALE SHOMERON
763,1063,MA'ALOT-TARSHIHA
764,344,MA'ANIT
765,230,MA'AS
766,668,MEFALLESIM
767,3745,MEZADOT YEHUDA
768,325,MAZZUVA
769,757,MAZLIAH
770,58,MIZPA
771,1222,MIZPE AVIV
772,1370,
773,3576,MIZPE YERIHO
774,1190,MIZPE NETOFA
775,99,MIZPE RAMON
776,3610,MIZPE SHALEM
777,648,MEZER
778,22,MIQWE YISRA'EL
779,843,MARGALIYYOT
780,4101,MEROM GOLAN
781,1340,
782,97,MERHAVYA(MOSHAV)
783,66,MERHAVYA(QIBBUZ)
784,1098,MERKAZ SHAPPIRA
785,421,MASH'ABBE SADE
786,765,MISGAV DOV
787,378,MISGAV AM
788,520,MESHHED
789,3605,MASSU'A
790,620,MASSUOT YIZHAQ
791,3785,MASKIYYOT
792,670,MISHMAR AYYALON
793,563,MISHMAR DAWID
794,732,MISHMAR HAYARDEN
795,395,MISHMAR HANEGEV
796,130,MISHMAR HAEMEQ
797,729,MISHMAR HASHIV'A
798,194,MISHMAR HASHARON
799,213,MISHMAROT
800,425,MISHMERET
801,791,MASH'EN
802,1315,MATTAN
803,1184,MATTAT
804,3648,MATTITYAHU
805,4551,NE'OT GOLAN
806,1124,NE'OT HAKIKKAR
807,408,NE'OT MORDEKHAY
808,1197,SHIZZAFON
809,524,NA'URA
810,396,NEVATIM
811,315,NEGBA
812,3724,
813,309,NEHORA
814,80,NAHALAL
815,9100,NAHARIYYA
816,4304,NOV
817,55,NOGAH
818,3573,HALLAMISH
819,1366,NAVE
820,926,NEWE AVOT
821,590,NEWE UR
822,4303,NEWE ATIV
823,405,NEWE ILAN
824,296,NEWE ETAN
825,3725,NEWE DANIYYEL
826,1057,NEWE ZOHAR
827,1314,
828,1279,NEWE HARIF
829,312,NEWE YAM
830,686,NEWE YAMIN
831,858,NEWE YARAQ
832,827,NEWE MIVTAH
833,1071,NEWE MIKHA'EL
834,1259,NEWE SHALOM
835,15,NO'AM
836,1333,
837,1061,NAZERAT ILLIT
838,3790,NOFIM
839,1284,NOFIT
840,257,NOFEKH
841,3726,NOQEDIM
842,447,NORDIYYA
843,833,NURIT
844,59,NEHUSHA
845,844,NAHAL OZ
846,2045,NAHALA
847,3767,NAHALI'EL
848,449,NEHALIM
849,809,NAHAM
850,522,NAHEF
851,433,NAHSHOLIM
852,777,NAHSHON
853,705,NAHSHONIM
854,1147,NETU'A
855,4014,NATUR
856,1369,NETA
857,174,NETA'IM
858,1254,NATAF
859,523,NEIN
860,3655,NILI
861,351,NIZZAN
862,1419,NIZZAN B
863,1195,NIZZANA (QEHILAT HIN
864,1280,NIZZANE SINAY
865,851,NIZZANE OZ
866,359,NIZZANIM
867,808,NIR ELIYYAHU
868,553,NIR BANIM
869,720,NIR GALLIM
870,256,NIR DAWID (TEL AMAL)
871,11,NIR HEN
872,165,NIR YAFE
873,402,NIR YIZHAQ
874,699,NIR YISRA'EL
875,2047,NIR MOSHE
876,69,NIR OZ
877,348,NIR AM
878,769,NIR EZYON
879,2048,NIR AQIVA
880,331,NIR ZEVI
881,602,NIRIM
882,1236,NIRIT
883,4035,
884,825,NES HARIM
885,1143,NES AMMIM
886,7200,NES ZIYYONA
887,186,NE'URIM
888,3787,NA'ALE
889,3713,NAAMA
890,158,NA'AN
891,3620,NIRAN
892,1041,NASASRA
893,1372,
894,435,NEZER SERENI
895,7300,NAZARETH
896,2500,NESHER
897,3555,NETIV HAGEDUD
898,693,NETIV HALAMED-HE
899,1242,NETIV HAASARA
900,792,NETIV HASHAYYARA
901,246,NETIVOT
902,7400,NETANYA
903,525,SAJUR
904,578,SASA
905,587,SAVYON
906,2046,SEGULA
907,942,SAWA'ID(HAMRIYYE)
908,989,SAWA'ID (KAMANE)
909,526,SULAM
910,3756,SUSEYA
911,1238,SUFA
912,7500,SAKHNIN
913,1170,SAYYID
914,1245,SALLAMA
915,3567,SAL'IT
916,1156,SAMAR
917,3777,
918,419,SA'AD
919,1360,
920,454,SA'AR
921,1176,SAPPIR
922,610,SITRIYYA
923,4501,GHAJAR
924,892,AVDON
925,376,EVRON
926,794,AGUR
927,1199,ADI
928,2035,ADANIM
929,826,UZA
930,528,UZEIR
931,737,OLESH
932,666,OMER
933,810,OFER
934,3617,OFRA
935,32,OZEM
936,957,UQBI (BANU UQBA)
937,328,EZUZ
938,1149,EZER
939,837,AZRI'EL
940,711,AZARYA
941,817,AZRIQAM
942,969,ATAWNE
943,3658,ATERET
944,1175,IDDAN
945,530,EILABUN
946,156,AYANOT
947,511,ILUT
948,687,EN AYYALA
949,546,EIN AL-ASAD
950,273,EN GEV
951,2042,EN GEDI
952,436,EN DOR
953,1240,EN HABESOR
954,74,EN HOD
955,167,EN HAHORESH
956,289,EN HAMIFRAZ
957,383,EN HANAZIV
958,367,EN HAEMEQ
959,270,EN HASHOFET
960,676,EN HASHELOSHA
961,157,EN WERED
962,4503,EN ZIWAN
963,1320,
964,1053,EN HAZEVA
965,89,EN HAROD (IHUD)
966,82,EN HAROD(ME'UHAD)
967,806,EN YAHAV
968,813,EN YA'AQOV
969,1056,EN KAREM-B.S.HAQLA'I
970,426,EN KARMEL
971,532,EIN MAHEL
972,521,EIN NAQQUBA
973,223,EN IRON
974,622,EN ZURIM
975,4502,EIN QINIYYE
976,514,EIN RAFA
977,139,EN SHEMER
978,880,EN SARID
979,1251,EN TAMAR
980,871,ENAT
981,1187,IR OVOT
982,7600,AKKO
983,1146,ALUMIM
984,3765,ELI
985,3727,ALE ZAHAV
986,688,ALMA
987,3715,ALMON
988,1212,AMUQQA
989,3824,
990,779,AMMINADAV
991,385,AMMI'AD
992,318,AMMI'OZ
993,773,AMMIQAM
994,319,AMIR
995,3660,IMMANU'EL
996,708,AMQA
997,3712,ENAV
998,534,ISIFYA
999,7700,AFULA
1000,3778,EZ EFRAYIM
1001,917,ATSMON-SEGEV
1002,531,ARRABE
1003,1246,ARAMSHA
1004,1335,ARRAB AL NAIM
1005,2560,ARAD
1006,593,ARUGOT
1007,637,AR'ARA
1008,1192,AR'ARA-BANEGEV
1009,591,ASERET
1010,53,ATLIT
1011,3748,OTNI'EL
1012,1151,PARAN
1013,3768,PEDU'EL
1014,750,PEDUYIM
1015,838,PEDAYA
1016,1104,PORIYYA-KEFAR AVODA
1017,1105,PORIYYA-NEWE OVED
1018,1313,PORIYYA ILLIT
1019,537,FUREIDIS
1020,767,PORAT
1021,749,PATTISH
1022,1185,PELEKH
1023,597,PALMAHIM
1024,3723,PENE HEVER
1025,3659,PESAGOT
1026,535,FASSUTA
1027,2059,PA'AME TASHAZ
1028,3615,PEZA'EL
1029,536,PEQI'IN (BUQEI'A)
1030,281,PEQI'IN HADASHA
1031,7800,PARDES HANNA-KARKUR
1032,171,PARDESIYYA
1033,599,PAROD
1034,2053,PERAZON
1035,1231,PERI GAN
1036,7900,PETAH TIQWA
1037,839,PETAHYA
1038,413,ZE'ELIM
1039,1180,ZVIYYA
1040,1213,ZIV'ON
1041,465,ZOVA
1042,1136,ZOHAR
1043,1111,ZOFIYYA
1044,3791,ZUFIN
1045,198,ZOFIT
1046,1150,ZOFAR
1047,1102,SHOSHANNAT HAAMAQIM(
1048,1262,MAHANE BILDAD
1049,1113,ZUR HADASSA
1050,1345,ZUR YIZHAQ
1051,276,ZUR MOSHE
1052,1148,ZUR NATAN
1053,774,ZURI'EL
1054,1221,ZURIT
1055,613,ZIPPORI
1056,796,ZELAFON
1057,636,SANDALA
1058,594,ZAFRIYYA
1059,1079,ZAFRIRIM
1060,8000,ZEFAT
1061,612,ZERUFA
1062,567,ZOR'A
1063,1234,QABBO'A
1064,334,QEVUZAT YAVNE
1065,3557,QEDUMIM
1066,195,QADIMA-ZORAN
1067,392,QEDMA
1068,4025,QIDMAT ZEVI
1069,3781,QEDAR
1070,615,QIDRON
1071,1211,QADDARIM
1072,964,QUDEIRAT AS-SANI
1073,972,QAWA'IN
1074,766,QOMEMIYYUT
1075,1179,QORANIT
1076,1052,QETURA
1077,1167,QESARIYYA
1078,414,QELAHIM
1079,3601,QALYA
1080,638,QALANSAWE
1081,4024,QELA
1082,1243,
1083,1347,
1084,4100,QAZRIN
1085,2620,QIRYAT ONO
1086,3611,QIRYAT ARBA
1087,6800,QIRYAT ATTA
1088,9500,QIRYAT BIALIK
1089,2630,QIRYAT GAT
1090,2300,QIRYAT TIV'ON
